institution,recruitment_year,notice_title,employment_track,job_category,qualification_type,certificate_name,certificate_level,bonus_stage,bonus_score,max_bonus,conditions,source_url,source_type,source_quote,page_or_section,posted_date,application_period,verified_date,status,notes
한국조폐공사,2025,2025년도 한국조폐공사 신입직원(채용형인턴) 채용공고,고졸,"행정사무, 기계기술",가산점,고급자격증 | 공인 제2외국어 성적 | 한국사능력검정 1급,고급 / 1급,필기,"고급자격증: 만점의 5%, 공인 제2외국어: 만점의 1%, 한국사능력검정 1급: 만점의 1%",확인불가,고급자격증 5% 가점은 1·2차 전형에만 적용. 구체 고급자격증 목록은 공고 첨부파일 확인 필요.,https://m.work24.go.kr/wk/a/b/1500/empDetailAuthView.do?wantedAuthNo=280721&infoTypeCd=ALI&infoTypeGroup=tb_workinfoalio,ALIO,"고급자격증 보유자: 만점의 5% 가점(일반·사회형평·ICT전형, 1·2차 전형에 한함)",가산점,2025-01-20,2025-01-20 ~ 2025-02-03,2026-05-05,검증됨,총 54명 모집. 본사 대전. 고졸전형 별도 운영. 장애인·보훈·저소득층 사회형평 별도 전형.
소상공인시장진흥공단,2025,2025년 하반기 소상공인시장진흥공단 신입사원 채용 공고,고졸,행정사무일반(고졸) - 전국 다수 지역센터,가산점,공고 기재 자격증 | 어학성적,확인불가,서류,자격증 및 어학성적 합산 최대 10점,10점,자격증+어학성적 정량평가 최대 10점. 학교장 추천자 가점 별도. 접수마감일 기준 유효한 자격증만 인정.,https://www.alio.go.kr/download/download.json?fileNo=2998845,공식PDF,"제한경쟁(고졸) 행정사무일반(고졸) 채용, 학교장 추천자(제한경쟁(고졸)) 서류전형 만점의 5%","2025년 하반기 신입직원 채용 공고, 제한경쟁(고졸), 우대사항/서류전형",2025-10-24,2025-10-24 ~ 2025-11-05,2026-05-05,검증됨,본사 대전. 전국 지역센터 행정사무일반(고졸) 모집. 금융 관련 자격증 소지자 유리. 소진공 메인 URL을 ALIO 첨부 공식 PDF로 교체.
소상공인시장진흥공단,2024,2024년 하반기 소상공인시장진흥공단 채용 공고,고졸,행정사무일반(고졸),가산점,공고 기재 자격증,확인불가,서류,자격증 및 어학성적 합산 최대 10점,10점,자격증 정량평가 항목으로 어학성적과 함께 최대 10점.,https://www.alio.go.kr/download/download.json?fileNo=2909253,공식PDF,지원분야 고졸: 최종학력이 고등학교 졸업자인 자,"2024년 하반기 신입·경력직 채용 공고, 고졸 지원분야/자격요건",2024-09-30,2024-10-04 ~ 2024-10-14,2026-05-05,검증됨,2024년에도 고졸 제한경쟁 채용 운영 확인. 소진공 메인 URL을 ALIO 첨부 공식 PDF로 교체.
대전도시공사,2025,대전도시공사 공고 제2025-227호 2025년 하반기 직원 채용 공고,고졸,"행정(7급), 기술(7급), 전문(7급)",가산점,변호사 | 공인회계사 | 세무사 | 공인노무사 | 법무사 (행정7급) | 기술사 (기술·전문7급),전문자격 / 기술사,필기,만점의 5%,5%,매 과목 40% 이상 득점 및 전 과목 평균 60% 이상 득점 시 가산. 자격증 2개 이상 중복 시 유리한 것 1개만 적용.,,확인불가,다음 자격증 소지자는 필기시험 만점의 5%를 가산합니다,가산점,2025-09-10,2025-09-26 ~ 2025-10-02,2026-05-05,부분확인,선발직급 7급. 대전 지역 거주 제한. 인사총무팀: 042-530-9106. 기관 공식 채용공고 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
충남신용보증재단,2025,충남신용보증재단 2025년 제1차 직원 채용공고,학력무관,"일반직원(6급), 전담직원(채권추심)",확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,학력 무관으로 고졸 지원 가능. 별도 고졸 전형 미확인. 자격증 가산점 공고문 확인 필요.,,확인불가,학력무관,지원자격,2025-02-07,2025-02-07 ~ 2025-02-27,2026-05-05,부분확인,충남 전지역 근무. 고졸 지원 가능. 공식 채용: cnsinbo.saramin.co.kr 기관 공식 채용공고 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
대전신용보증재단,2024,대전신용보증재단 2024년 상반기 일반직 채용,학력무관,"사무(신용보증, 종합지원, 채권관리)",확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,학력 무관으로 고졸 지원 가능. 자격증 가산점 세부 공고문 확인 필요.,,확인불가,학력무관,지원자격,2024-04-18,2024-04-18 ~ 2024-05-03,2026-05-05,부분확인,대전 중구 근무. 자격증 가산점 세부 공고문 확인 필요. 기관 공식 채용공고 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
충남개발공사,2025,충청남도개발공사 2025년 직원 채용,고졸,종합직 6급,확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,고졸부문 종합직 6급 채용. 필기전형 5배수 선발. 자격증 가산점 세부 공고문 확인 필요.,,확인불가,"고졸부문 2025년 2월 특성화고, 마이스터고, 종합고 졸업예정자로서 학교장 추천을 받은 자",채용공고,2025-11-25,확인불가,2026-05-05,부분확인,충남개발공사 홈페이지: cndc.kr. TEL: 041-630-7800. 기관 공식 채용공고 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
충북개발공사,2024,2024년 충북개발공사 직원 채용공고,확인불가,"공무직(기술직·사무직·보상직), 체험형인턴",응시자격,정보처리기사(전산직) | 건축기사(건축직),기사,서류,응시자격 요건,해당없음,분야별 자격증이 응시자격. 고졸 특화 전형 미확인.,https://www.cbdc.co.kr/zboard/read.do?lmCode=BBSMSTR_000000000022&pd_pkid=6193,기관공식,"전산 분야 정보처리기사 이상, 건축 분야 건축기사 이상 자격증",2024년 충북개발공사 4차 채용공고문 첨부파일,2024-11-15,2024-11-15 ~ 2024-11-26,2026-05-05,부분확인,별도 고졸 전형 미확인. 공식 채용: recruit.incruit.com/cbdc/ 충북개발공사 메인 URL을 기관 공식 공고 상세 페이지로 교체.
국민건강보험공단,2025,2025년도 하반기 국민건강보험공단 신규직원 채용 공고,고졸,"행정직(6급나) - 경영·회계·사무, 보건·의료, 사회복지·종교",우대사항,우대 면허·자격증 (공고문 참조),확인불가,확인불가,확인불가,확인불가,우대 면허·자격증 소지자 우대. 구체 목록은 공고문 참조. 고졸 전형 38명 모집.,https://www.alio.go.kr/information/informationRecruitDtl.do?seq=289176,ALIO,최종학력이 고등학교 졸업인 사람('26.2월 졸업예정자 포함),지원자격,2025-08-04,2025-08-04 ~ 2025-08-18,2026-05-05,검증됨,1차 서류→2차 필기→3차 인성검사→4차 면접. 전국 17개 지역 근무. 경쟁률 22.13:1.
근로복지공단,2025,2025년 근로복지공단 신규직원(행정직) 채용 공고,고졸,"보험사업(행정직, 일반), 의료사업(행정직, 일반)",확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,고졸 전형 별도 운영. 자격증 가산점 세부 내용 공고문 확인 필요.,https://job.alio.go.kr/mobile2021/recruit/recruitView.do?idx=289678,ALIO,최종학력이 고등학교 졸업인 사람 또는 이에 준하는 학력인 사람,지원자격,2025-05-07,2025-05-07 ~ 2025-05-14,2026-05-05,검증됨,채용홈페이지: comwel.incruit.com. 자격증 가산점 공고문 직접 확인 권장. 채용목록 URL을 ALIO 채용 상세 페이지로 교체.
국민연금공단,2025,2025년도 국민연금공단 하반기 신입직원 공개채용,학력무관,"6급 사무직, 6급 심사직",가산점,공고 기재 자격증,확인불가,서류,자격사항 50점 (서류전형 평가항목),50점,마감일 이전 취득·유효한 자격증만 인정. 분야별 가장 유리한 자격증 1개만 인정. 지역인재 서류전형 5점 추가.,https://www.alio.go.kr/information/informationRecruitDtl.do?seq=290727,ALIO,자격사항(50점) - 분야별 가장 유리한 자격증 1개만 인정,서류전형 평가기준,2025-09-10,2025-09-10 ~ 2025-09-24,2026-05-05,검증됨,학력 무관으로 고졸 지원 가능. 별도 고졸 전형은 없지만 학력 무관.
한국토지주택공사(LH),2025,2025년 LH 신입사원(5·6급) 채용공고,고졸,"사무직(행정), 기술직(토목군, 건축군)",가산점,기사 자격증 2개 이상 | 우대자격증(공고 붙임파일 참조),기사급,서류,"기사 2개 이상: 12점(직무능력 항목), 우대자격증: 서류전형 가산",확인불가,서류전형은 자격증 등 계량 평가만 실시. 자기소개서는 필기합격자만 제출. 지원서 마감 전일까지 취득한 자격증만 인정.,https://www.lh.or.kr/board.es?act=view&bid=0035&list_no=724794&mid=a10602040000,기관공식,"6급 사무직(행정) 일반 11명, 기술직 토목군·건축군 포함 총 31명","2025년 신입사원(채용형인턴) 6급 공채, 첨부 공고문",2025-06-01,2025-06-01 ~ 2025-06-19,2026-05-05,검증됨,6급 총 31명 모집. 채용형인턴→정규직 전환. 공식홈페이지: lh.or.kr 채용목록 URL을 LH 공식 공고 상세 페이지로 교체.
인천국제공항공사,2025,"2025년 인천국제공항공사 신입직원(일반직, 안전보안직) 채용 공고",고졸,"안전보안직(보안검색감독자, 폭발물처리요원)",가산점,우대자격증(공고 붙임파일 참조) | 제1종 대형·특수 운전면허(폭발물처리요원),확인불가,서류,"일반직: 3%, 5%, 10% / 안전보안직(폭발물): 대형운전면허 3%",10%,우대자격증 3/5/10% 가점. 구체 자격증 목록은 채용공고문 붙임1 참조. 어학 필수요건 있음.,https://www.alio.go.kr/mobile/information/informationRecruitDtl.do?seq=291137,ALIO,"우대자격증에 의한 3%, 5%, 10% 가점이 서류전형에 적용",우대사항,2025-09-23,2025-09-23 ~ 2025-10-10,2026-05-05,검증됨,총 46명 모집. 안전보안직은 학력 무관(실질적으로 고졸 지원 가능). 어학 필수.
한국도로공사,2025,2025년 한국도로공사 일반직 8급 신입(인턴)사원 인재 채용,고졸,"행정, 토목, 전기, 기계, 전자",응시자격,기능사 이상 자격증 (지원분야별),기능사 이상,서류,응시자격 요건 (기능사 이상 자격증 필수),확인불가,8급 고졸공채는 선발분야별 기능사 이상 자격증 필수. 다자녀 가족·청년인턴 우수수료자 가산점.,,확인불가,"8급공채는 고등학교 졸업(예정)자가 지원 가능하며, 선발분야 기능사 이상 자격증 소지자",지원자격,2025-06-20,2025-06-20 ~ 2025-07-03,2026-05-05,부분확인,채용형 인턴으로 입사 후 정규직 전환. 연간 196명 내외 채용. 공식홈페이지: ex.co.kr 2025년 공고 공식 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
건강보험심사평가원,2025,2025년 건강보험심사평가원 상반기 정규직 채용 공고,고졸,"행정직 사무행정 6급나, 전산직 시스템개발 6급나",우대사항,우대 면허·자격증 (공고문 참조),확인불가,확인불가,확인불가,확인불가,행정직·전산직 6급나(고졸) 별도 운영. 자격증 가산점 세부사항 공고문 확인 필요.,,확인불가,"행정직_사무행정_6급나_고졸, 전산직_시스템개발_6급나_고졸",채용공고,2025-03-11,2025-03-11 ~ 2025-03-25,2026-05-05,부분확인,공식 채용: hira.recruitlab.co.kr. 고졸 전형 행정직 5명(상반기) 채용 확인. 기관 공식 채용공고 직링크를 아직 확보하지 못해 공식 출처 버튼에서 제외.
한국산업안전보건공단,2025,2025년도 한국산업안전보건공단 신입직 채용 공고,고졸,"경영, 산업안전, 산업보건, 건설안전",우대사항,직무기술 자격증 | 공인어학성적 | 사무자동화 자격증 | 한국사능력검정 3급 이상,확인불가,확인불가,확인불가,확인불가,"고졸 전형 별도 운영. 직무기술 자격증, 사무자동화 자격증, 한국사 3급 이상 우대.",https://www.alio.go.kr/download/download.json?fileNo=2972349,공식PDF,"고졸: 접수마감일 기준, 최종학력이 고등학교 졸업(예정)인 자","2025년도 안전보건공단 신입직 채용 공고, 고졸 지원자격/우대사항",2025-07-02,2025-07-02 ~ 2025-07-11,2026-05-05,검증됨,지역인재·장애인·보훈·고졸 전형 모두 별도 운영. 공식 채용: kosha.applyin.co.kr 채용홈 URL을 ALIO 첨부 공식 PDF로 교체.
한국장애인고용공단,2024,2024년 하반기 한국장애인고용공단 채용 공고,고졸,"일반직 6급 (전국, 지역)",확인불가,확인불가,확인불가,확인불가,확인불가,확인불가,일반직 6급_고졸-전국 및 일반직 6급_고졸-지역 별도 전형. 총 73명 채용. 자격증 가산점 공고문 확인 필요.,https://www.alio.go.kr/download/download.json?fileNo=2890333,공식PDF,"일반직 6급_고졸-전국, 일반직 6급_고졸-지역 별도 전형 운영","2024년 하반기 한국장애인고용공단 채용 공고, 고졸 전형",2024-08-08,2024-08-13 ~ 2024-08-23,2026-05-05,검증됨,공식 채용: kead.careerlink.kr. 문의: 1588-1519. 자격증 가산점 세부 확인 필요. 채용홈 URL을 ALIO 첨부 공식 PDF로 교체.
한국무역보험공사,2025,2025년 사무직(고졸) 신입사원 채용,고졸,사무행정 > 사무직(고졸),응시자격,해당없음,해당없음,해당없음,,,상업계 특성화고 졸업예정자 및 학교장 추천은 가산점이 아니라 지원자격.,https://www.ncs.go.kr/blind/bl04/RecrtNotifDetail.do?recrtNo=20250818162912,기관공식,상업계 특성화고등학교 졸업예정('25.12월~'26.2월 기간 내)인 자 중 학교장의 추천을 받은 자,"NCS 공정채용 공고 및 첨부 공고문, 2. 지원자격",2025.08.14,2025.08.14 ~ 2025.08.28,2026-05-05,검증됨,캐치에서 후보 확인 후 NCS 공식 공고/첨부 공고문으로 검증. 상업고 학생 금융권 추천 후보.
한국무역보험공사,2025,2025년 사무직(고졸) 신입사원 채용,고졸,사무행정 > 사무직(고졸),우대사항,한국사능력검정시험,2급 이상,확인불가,점수 확인불가,확인불가,우대사항 적용기준에 한국사능력검정시험 2급 이상 보유자 포함. 가점 점수 또는 전형단계별 반영 수치는 공식 공고문에서 추가 확인 필요.,https://www.ncs.go.kr/blind/bl04/RecrtNotifDetail.do?recrtNo=20250818162912,기관공식,한국사능력검정시험(국사편찬위원회) 2급 이상 보유자,"NCS 공정채용 공고 및 첨부 공고문, 4. 우대사항 적용기준",2025.08.14,2025.08.14 ~ 2025.08.28,2026-05-05,부분확인,우대 자격 자체는 확인. 점수/비율/단계가 확인되지 않아 자동 점수화 금지.
